,URL_ID,URL,PositiveScore,Negative Score,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
0,37,https://insights.blackcoffer.com/ai-in-healthcare-to-improve-patient-outcomes/,73,35,0.3518518485939644,0.0920716111747045,15.64,0.4825234441602728,6.449009377664109,566,1173,0.3973562702774921,3,7.331628303495311
1,38,https://insights.blackcoffer.com/what-if-the-creation-is-taking-over-the-creator/,65,39,0.24999999759615388,0.1382978721565188,8.847058823529412,0.3882978723404255,3.6941426783479354,292,752,0.3981913456913466,9,6.80718085106383
2,39,https://insights.blackcoffer.com/what-jobs-will-robots-take-from-humans-in-the-future/,70,39,0.2844036671155627,0.10760118449397711,11.779069767441861,0.47581441263573543,4.901953672031039,482,1013,0.39174543352256674,5,7.3593287265547875
3,40,https://insights.blackcoffer.com/will-machine-replace-the-human-in-the-future-of-work/,69,28,0.42268040801360407,0.11575178983800502,8.135922330097088,0.41646778042959426,3.420956044210673,349,838,0.4130402080605331,20,6.702863961813843
4,41,https://insights.blackcoffer.com/will-ai-replace-us-or-work-with-us/,64,23,0.47126436239926023,0.0918690600930633,10.640449438202246,0.42133051742344246,4.424711982250275,399,947,0.3758289653054646,20,7.0623020063357975
5,42,https://insights.blackcoffer.com/man-and-machines-together-machines-are-more-diligent-than-humans-blackcoffe/,50,24,0.3513513466033602,0.10647481999068371,11.209677419354838,0.418705035971223,4.651352982130425,291,695,0.3808886433264551,23,7.001438848920864
6,43,https://insights.blackcoffer.com/in-future-or-in-upcoming-years-humans-and-machines-are-going-to-work-together-in-every-field-of-work/,32,13,0.4222222128395064,0.09259259240207286,8.379310344827585,0.3724279835390947,3.5006953313466727,181,486,0.381961094461095,9,6.958847736625515
7,44,https://insights.blackcoffer.com/how-neural-networks-can-be-applied-in-various-areas-in-the-future/,31,13,0.40909089979338864,0.09128630686455123,8.456140350877194,0.37344398340248963,3.5318337337118737,180,482,0.38243232549137113,9,6.962655601659751
8,45,https://insights.blackcoffer.com/how-machine-learning-will-affect-your-business/,43,14,0.5087719208987382,0.12231759630403949,10.590909090909092,0.4313304721030043,4.408895825204839,201,466,0.3779261310665261,4,6.727467811158799
9,46,https://insights.blackcoffer.com/deep-learning-impact-on-areas-of-e-learning/,72,42,0.26315789242843957,0.09930313580200074,11.958333333333334,0.4268292682926829,4.954065040650407,490,1148,0.4141507502398576,13,6.858885017421603
10,47,https://insights.blackcoffer.com/how-to-protect-future-data-and-its-privacy-blackcoffer/,51,64,-0.1130434772778828,0.1089015150483887,8.727272727272727,0.4251893939393939,3.6609848484848486,449,1056,0.374469865938558,3,6.9668560606060606
11,48,https://insights.blackcoffer.com/how-machines-ai-automations-and-robo-human-are-effective-in-finance-and-banking/,42,23,0.292307687810651,0.08713136717542712,10.507042253521126,0.5053619302949062,4.404961673526413,377,746,0.3840681431693523,12,7.386058981233244
12,49,https://insights.blackcoffer.com/ai-human-robotics-machine-future-planet-blackcoffer-thinking-jobs-workplace/,36,30,0.09090908953168046,0.08650065519462562,9.782051282051283,0.40629095674967236,4.075336895520382,310,763,0.40927634759801385,8,6.711664482306684
13,50,https://insights.blackcoffer.com/how-ai-will-change-the-world-blackcoffer/,68,25,0.4623655864261765,0.11245465524491577,15.903846153846153,0.41233373639661425,6.526471956097108,341,827,0.39580768064463784,34,6.986698911729142
14,51,https://insights.blackcoffer.com/future-of-work-how-ai-has-entered-the-workplace/,72,23,0.5157894682548477,0.10428100976478484,13.397058823529411,0.4061470911086718,5.5212823658552335,370,911,0.40857743271520336,13,6.845225027442371
15,52,https://insights.blackcoffer.com/ai-tool-alexa-google-assistant-finance-banking-tool-future/,31,1,0.937499970703126,0.07901234548392014,12.272727272727273,0.5012345679012346,5.109584736251403,203,405,0.4045565700593638,2,7.286419753086419
16,53,https://insights.blackcoffer.com/ai-healthcare-revolution-ml-technology-algorithm-google-analytics-industrialrevolution/,85,40,0.35999999712,0.14220705330806935,38.21739130434783,0.447098976109215,15.465796112182819,393,879,0.3967924495712641,18,6.877133105802048
17,54,https://insights.blackcoffer.com/all-you-need-to-know-about-online-marketing/,25,1,0.9230768875739658,0.05088062612352128,9.462962962962964,0.48140900195694714,3.9777487859679646,246,511,0.38461859281995064,2,6.888454011741683
18,55,https://insights.blackcoffer.com/evolution-of-advertising-industry/,19,7,0.4615384437869829,0.05078124990081787,13.473684210526315,0.470703125,5.577754934210526,241,512,0.37690290590574116,3,7.349609375
19,56,https://insights.blackcoffer.com/how-data-analytics-can-help-your-business-respond-to-the-impact-of-covid-19/,5,4,0.11111109876543349,0.041666666473765435,11.368421052631579,0.4444444444444444,4.7251461988304095,96,216,0.3990767010053413,4,7.023148148148148
20,57,https://insights.blackcoffer.com/covid-19-environmental-impact-for-the-future/,5,4,0.11111109876543349,0.042857142653061224,11.666666666666666,0.44761904761904764,4.845714285714286,94,210,0.40086810921805943,4,7.023809523809524
21,58,https://insights.blackcoffer.com/environmental-impact-of-the-covid-19-pandemic-lesson-for-the-future/,29,70,-0.41414140995816756,0.11970979429297486,13.338709677419354,0.41717049576783555,5.502352069274877,345,827,0.389729880649164,4,6.955259975816203
22,59,https://insights.blackcoffer.com/how-data-analytics-and-ai-are-used-to-halt-the-covid-19-pandemic/,22,16,0.15789473268698073,0.07786885229944908,12.842105263157896,0.42213114754098363,5.305694564279552,206,488,0.39921721518107134,7,6.82172131147541
23,60,https://insights.blackcoffer.com/difference-between-artificial-intelligence-machine-learning-statistics-and-data-mining/,63,39,0.23529411534025377,0.10770855321255697,8.688073394495413,0.4160506863780359,3.6416496323493797,394,947,0.40062935264015664,12,7.0052798310454065
24,61,https://insights.blackcoffer.com/how-python-became-the-first-choice-for-data-science/,46,4,0.8399999832000004,0.10799136045790203,11.871794871794872,0.46004319654427644,4.93273522733566,213,463,0.38220485438281465,6,6.9654427645788335
25,62,https://insights.blackcoffer.com/how-google-fit-measure-heart-and-respiratory-rates-using-a-phone/,10,2,0.6666666111111158,0.036585365742117786,11.310344827586206,0.4329268292682927,4.6973086627418,142,328,0.39523591750412984,2,6.719512195121951
26,63,https://insights.blackcoffer.com/what-is-the-future-of-mobile-apps/,28,9,0.5135134996347703,0.06902985061748163,15.314285714285715,0.4085820895522388,6.289147121535182,219,536,0.38476231056876264,6,6.440298507462686
27,64,https://insights.blackcoffer.com/impact-of-ai-in-health-and-medicine/,18,9,0.3333333209876548,0.06835443020669764,11.969696969696969,0.46582278481012657,4.9742079018028384,184,395,0.406402804870772,3,6.939240506329114
28,65,https://insights.blackcoffer.com/telemedicine-what-patients-like-and-dislike-about-it/,20,10,0.33333332222222256,0.10380622801451132,7.605263157894737,0.4913494809688581,3.2386450555454385,142,289,0.3944449539176105,2,7.314878892733564
29,66,https://insights.blackcoffer.com/how-we-forecast-future-technologies/,10,1,0.8181817438016598,0.05069124400603114,9.041666666666666,0.5069124423963134,3.819431643625192,110,217,0.3949452903998359,4,7.184331797235023
30,67,https://insights.blackcoffer.com/can-robots-tackle-late-life-loneliness/,28,38,-0.15151514921946743,0.14012738823752147,6.728571428571429,0.39490445859872614,2.849390354868062,186,471,0.3925813641091426,21,6.764331210191083
31,68,https://insights.blackcoffer.com/embedding-care-robots-into-society-socio-technical-considerations/,14,3,0.6470587854671302,0.0783410134638663,10.333333333333334,0.45161290322580644,4.313978494623656,98,217,0.3973146312524553,3,6.829493087557604
32,69,https://insights.blackcoffer.com/management-challenges-for-future-digitalization-of-healthcare-services/,38,12,0.5199999896000003,0.09960159342708846,13.567567567567568,0.5079681274900398,5.630214278023043,255,502,0.3963874154999572,2,7.398406374501992
33,70,https://insights.blackcoffer.com/are-we-any-closer-to-preventing-a-nuclear-holocaust/,6,8,-0.14285713265306196,0.07216494808162398,9.238095238095237,0.4845360824742268,3.889052528227786,94,194,0.3977106708320584,7,6.93298969072165
34,71,https://insights.blackcoffer.com/will-technology-eliminate-the-need-for-animal-testing-in-drug-development/,14,26,-0.2999999925000002,0.14440433160864863,6.925,0.45126353790613716,2.9505054151624552,125,277,0.3864352163770774,8,6.963898916967509
35,72,https://insights.blackcoffer.com/will-we-ever-understand-the-nature-of-consciousness/,31,50,-0.23456789833866792,0.08051689852831322,13.780821917808218,0.4552683896620278,5.694436122988098,458,1006,0.37863454801881236,18,7.381709741550696
36,73,https://insights.blackcoffer.com/will-we-ever-colonize-outer-space/,48,24,0.3333333287037038,0.08071748869874722,15.379310344827585,0.3845291479820628,6.305535797123859,343,892,0.38654199725221106,22,6.646860986547085
37,74,https://insights.blackcoffer.com/what-is-the-chance-homo-sapiens-will-survive-for-the-next-500-years/,39,27,0.18181817906336092,0.07951807219335172,9.222222222222221,0.38674698795180723,3.843587684069612,321,830,0.3841335588380096,20,6.701204819277108
38,75,https://insights.blackcoffer.com/why-does-your-business-need-a-chatbot/,29,8,0.567567552227904,0.07956989230200023,6.940298507462686,0.42795698924731185,2.9473021986839996,199,465,0.38216752383419134,3,6.836559139784947
39,76,https://insights.blackcoffer.com/how-you-lead-a-project-or-a-team-without-any-technical-expertise/,47,9,0.6785714164540819,0.08575803968490346,8.1625,0.4609494640122512,3.4493797856049007,301,653,0.3855741997745683,6,6.926493108728943
40,77,https://insights.blackcoffer.com/can-you-be-great-leader-without-technical-expertise/,36,7,0.6744185889670096,0.13915857560142855,10.3,0.5145631067961165,4.325825242718447,159,309,0.40148737268114437,10,7.009708737864078
41,78,https://insights.blackcoffer.com/how-does-artificial-intelligence-affect-the-environment/,47,17,0.4687499926757814,0.06701570673610921,14.921875,0.4523560209424084,6.149692408376964,432,955,0.4166391474795448,10,7.01151832460733
42,79,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes-2/,28,72,-0.4399999956000001,0.18621973894558708,6.548780487804878,0.4171322160148976,2.78636508152791,224,537,0.385116963483257,15,6.88268156424581
43,80,https://insights.blackcoffer.com/is-perfection-the-greatest-enemy-of-productivity/,64,24,0.45454544938016533,0.14285714262523191,8.324324324324325,0.3133116883116883,3.4550544050544056,193,616,0.3698918186254029,7,6.383116883116883
44,81,https://insights.blackcoffer.com/global-financial-crisis-2008-causes-effects-and-its-solution/,27,36,-0.1428571405895692,0.09589041081295219,14.6,0.3226788432267884,5.9690715372907155,212,657,0.3792992018463726,7,6.36986301369863
45,82,https://insights.blackcoffer.com/gender-diversity-and-equality-in-the-tech-industry/,28,24,0.07692307544378701,0.07558139523898053,10.920634920634921,0.436046511627907,4.542672572905132,300,688,0.3767235315298453,11,7.107558139534884
46,83,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes/,27,78,-0.48571428108843545,0.1912568302527198,6.8625,0.4225865209471767,2.914034608378871,232,549,0.38589220894067416,17,6.912568306010929
47,84,https://insights.blackcoffer.com/how-small-business-can-survive-the-coronavirus-crisis/,24,12,0.33333332407407434,0.07964601752290704,11.58974358974359,0.41814159292035397,4.803154073065578,189,452,0.378189475455101,7,6.710176991150442
48,85,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors-and-food-stalls/,13,7,0.29999998500000075,0.07380073773505264,10.423076923076923,0.4354243542435424,4.343400510928187,118,271,0.3857188846100139,2,6.88929889298893
49,86,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors/,30,19,0.22448979133694305,0.09386973162093921,15.818181818181818,0.4003831417624521,6.487425983977708,209,522,0.373828490403381,2,7.026819923371647
50,87,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-tourism-aviation-industries/,26,33,-0.11864406578569381,0.0801630433693437,13.88679245283019,0.38315217391304346,5.707977850697294,282,736,0.37551735942825115,8,6.779891304347826
51,88,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-sports-events-around-the-world/,41,12,0.5471698009967962,0.022874406550334743,28.25609756097561,0.2891670263271472,11.418105834921104,670,2317,0.37827758420927965,4,6.063444108761329
52,89,https://insights.blackcoffer.com/changing-landscape-and-emerging-trends-in-the-indian-it-ites-industry/,41,50,-0.09890109781427366,0.09518828441925911,12.415584415584416,0.40481171548117156,5.128158452426235,387,956,0.3843016543524156,14,6.922594142259414
53,90,https://insights.blackcoffer.com/online-gaming-adolescent-online-gaming-effects-demotivated-depression-musculoskeletal-and-psychosomatic-symptoms/,34,65,-0.31313130996837063,0.1039915965294206,15.11111111111111,0.47058823529411764,6.232679738562092,448,952,0.39186848505030275,2,7.169117647058823
54,91,https://insights.blackcoffer.com/human-rights-outlook/,8,2,0.599999940000006,0.051546391486874274,8.818181818181818,0.4690721649484536,3.714901593252109,91,194,0.40728119022916714,4,6.757731958762887
55,92,https://insights.blackcoffer.com/how-voice-search-makes-your-business-a-successful-business/,34,5,0.7435897245233405,0.07572815519276087,10.510204081632653,0.4563106796116505,4.3866059044977215,235,515,0.38393423655432407,4,6.72621359223301
